Ob_ID,X,Y,2013 Yield,2014 Yield,2016 Yield,3 Yr Average Yield,Deep EC,Shallow EC,Average EC,Elevation,Slope,2016 Spring SM,2016 Fall SM,2016 Average SM,2017 Spring SM,2018 Spring SM,2019 Spring SM,(aSM-wp)/(fc-wp),Change in SM,Average Spring SM 2016-2019,PCA1,Log10_Yld16,Log_avEC,LogSlope,logElevation,SqrtYld16,16Yld^2
305,435590.4,4718116,5.882269,3.29956,7.912397,5.698075,15.64053,16.62598,16.13325,1709.096,3.328895,39.48037,9.407502,18.76514,36.38965,22.36126,38.8037,0.2289005,30.07287,24.63339,-0.6070832,0.8983081,1.207722,0.5223001,3.232766,2.812898,62.60603
306,435595.4,4718116,5.69426,3.374352,7.880391,5.649668,16.64285,18.28735,17.4651,1709.151,3.364087,39.40618,9.365626,18.75362,36.30942,22.37096,38.78184,0.2290993,30.04055,24.59732,-0.5961365,0.8965478,1.242171,0.5268672,3.23278,2.807203,62.10056
307,435600.4,4718116,5.326788,2.984064,7.368512,5.226455,18.85657,21.53531,20.19594,1709.242,3.40531,39.35669,9.316956,18.74186,36.24042,22.39341,38.75062,0.2292134,30.03973,24.57349,-0.7800056,0.8673798,1.305264,0.5321567,3.232804,2.7145,54.29497
308,435605.4,4718116,6.004921,2.776563,7.309714,5.363733,22.33797,26.56957,24.45377,1709.315,3.453251,39.30075,9.261796,18.72987,36.19175,22.39884,38.70914,0.2292594,30.03895,24.54893,-0.6672271,0.8639004,1.388346,0.5382281,3.232822,2.703648,53.43192
309,435610.4,4718116,5.537782,2.52896,7.126913,5.064552,23.84877,28.59535,26.22206,1709.433,3.508336,39.2356,9.130576,18.74079,36.17999,22.38961,39.16705,0.2253516,30.10502,24.52793,-0.7400778,0.8529015,1.418667,0.5451012,3.232852,2.669628,50.79289
310,435615.3,4718116,5.663009,2.64806,7.093288,5.134786,23.26991,27.99913,25.63452,1709.511,3.532575,39.16707,9.065868,18.73045,36.21291,22.37753,38.86891,0.225331,30.1012,24.5162,-0.8149854,0.8508476,1.408825,0.5480914,3.232872,2.663323,50.31473
311,435620.3,4718116,5.456214,2.731499,6.683343,4.957019,22.5303,27.45828,24.99429,1709.647,3.600734,39.09797,8.993571,18.71988,36.29266,22.33381,38.8066,0.2255797,30.1044,24.50817,-1.116208,0.8249938,1.397841,0.556391,3.232906,2.585216,44.66707
312,435625.3,4718116,4.967951,2.672329,5.79962,4.479967,22.34866,27.05898,24.70382,1709.745,3.675477,39.03853,8.862854,18.65956,36.4122,22.27282,38.75431,0.2240183,30.17568,24.50812,-1.632363,0.7633995,1.392764,0.5653137,3.232931,2.40824,33.63559
313,435630.3,4718116,4.306881,2.9096,5.209711,4.142064,21.64017,25.91602,23.7781,1709.922,3.756156,39.00824,8.77849,18.64791,36.57043,22.21277,38.7222,0.2240663,30.22975,24.52517,-2.053647,0.7168136,1.376177,0.5747436,3.232976,2.282479,27.14109
314,435635.3,4718116,3.340397,3.069827,4.800855,3.737026,20.61496,24.83218,22.72357,1710.077,3.871136,38.97583,8.690695,18.63584,36.79442,22.14507,38.71633,0.2242088,30.28514,24.55611,-2.396027,0.6813186,1.356477,0.5878384,3.233016,2.191085,23.04821
315,435640.3,4718116,2.861138,3.259856,4.512712,3.544569,17.81779,21.62862,19.72321,1710.482,4.050265,38.94803,8.584877,18.60584,37.11219,22.07609,38.7353,0.2236293,30.36315,24.61129,-2.86078,0.6544376,1.294978,0.6074834,3.233119,2.124314,20.36457
316,435645.3,4718116,2.714968,2.934558,4.618438,3.422655,14.73976,18.45365,16.59671,1710.698,4.142564,38.90477,8.493445,18.59215,37.50562,21.99797,38.77135,0.2238065,30.41132,24.67932,-3.042232,0.6644951,1.220022,0.6172692,3.233173,2.149055,21.32997
317,435650.3,4718116,3.156798,2.835939,5.183865,3.725534,13.41963,16.46531,14.94247,1710.999,4.240661,38.85283,8.402518,18.57829,37.89675,21.92016,38.95324,0.2238645,30.45031,24.74541,-2.956442,0.7146537,1.174422,0.6274336,3.23325,2.27681,26.87246
318,435655.2,4718116,3.292814,2.81889,5.217355,3.776353,13.10406,15.96278,14.53342,1711.143,4.341095,38.79418,8.364213,18.4979,38.26591,21.8504,38.99468,0.2215889,30.42997,24.80581,-3.039251,0.7174504,1.162368,0.6375993,3.233286,2.284153,27.22079
319,435660.2,4718116,3.316674,3.044183,4.784917,3.715258,12.66961,15.42467,14.04714,1711.353,4.445451,38.72371,8.276508,18.48499,38.64185,21.77866,39.02827,0.222098,30.4472,24.86456,-3.381388,0.6798744,1.147588,0.6479158,3.23334,2.187445,22.89543
320,435665.2,4718116,3.366462,3.041865,4.733079,3.713802,10.66229,14.49173,12.57701,1711.485,4.550007,38.65157,8.195809,18.47233,39.02217,21.69695,38.69011,0.2282779,30.45576,24.92238,-3.550791,0.6751438,1.099577,0.6580121,3.233373,2.175564,22.40204
321,435670.2,4718116,3.13353,3.072083,4.089521,3.431711,8.505713,13.23448,10.8701,1711.674,4.641513,38.54491,8.127167,18.46018,39.36388,21.61045,38.72182,0.2300587,30.41774,24.95997,-4.040462,0.6116724,1.036234,0.6666596,3.233421,2.022256,16.72418
322,435675.2,4718116,2.937406,3.155585,4.149919,3.414303,6.407742,12.29621,9.351976,1711.805,4.711565,38.39961,8.077589,18.44882,39.59696,21.52242,38.54473,0.2333092,30.32202,24.95991,-4.14163,0.6180396,0.9709034,0.6731652,3.233454,2.037135,17.22183
323,435680.2,4718116,2.732233,3.234879,4.448243,3.471785,5.180551,11.34815,8.264351,1712.001,4.737197,38.25139,8.1495,18.51851,39.6581,21.45869,38.5819,0.2393909,30.10189,24.9227,-4.10652,0.6481885,0.9172088,0.6755214,3.233504,2.109086,19.78687
324,435685.2,4718116,2.744493,3.304319,4.772883,3.607232,3.325553,9.905312,6.615433,1712.113,4.779009,38.09941,8.15954,18.5097,39.54456,21.41966,38.59993,0.2410414,29.93987,24.84683,-4.063482,0.6787808,0.8205583,0.6793378,3.233532,2.184693,22.78041
325,435690.2,4718116,2.795999,3.195063,4.771959,3.587674,3.439529,9.935827,6.687678,1712.209,4.736312,37.99248,8.201052,18.50229,39.31241,21.40237,38.58478,0.2413778,29.79143,24.75765,-4.072871,0.6786967,0.8252754,0.6754403,3.233557,2.184481,22.77159
326,435695.1,4718116,3.199946,2.886084,4.381185,3.489072,4.782354,10.49742,7.639887,1712.233,4.65987,37.91214,8.264876,18.49604,39.01445,21.4011,38.46644,0.2416549,29.64726,24.66206,-4.206269,0.6415916,0.8830869,0.6683738,3.233563,2.093128,19.19478
327,435700.1,4718116,3.987195,2.440132,4.384616,3.603981,6.56395,11.71575,9.13985,1712.185,4.557472,37.83627,8.228215,18.27377,38.68866,21.40008,38.38854,0.2322403,29.60806,24.5607,-4.085895,0.6419316,0.9609391,0.658724,3.233551,2.093947,19.22486
328,435705.1,4718116,4.486983,2.60663,5.000841,4.031485,9.520142,13.57149,11.54582,1712.171,4.437945,37.76574,8.312503,18.27097,38.34015,21.39913,38.29269,0.2316154,29.45324,24.45471,-3.6213,0.699043,1.062425,0.6471819,3.233547,2.236256,25.00841
329,435710.1,4718116,4.755952,3.016445,6.376014,4.716137,10.78146,14.71625,12.74885,1711.93,4.305102,37.69484,8.400581,18.26846,37.99544,21.39754,37.74422,0.2352444,29.29426,24.34886,-2.752985,0.8045493,1.105471,0.6339834,3.233486,2.525077,40.65355
330,435715.1,4718116,4.54832,3.308026,7.409948,5.088765,12.35811,16.13533,14.24672,1711.803,4.160115,37.62252,8.547519,18.24001,37.65051,21.39751,37.58634,0.2336745,29.075,24.24316,-2.073258,0.8698152,1.153715,0.6191053,3.233454,2.722122,54.90733
331,435720.1,4718116,5.093608,3.744021,9.005658,5.947762,13.20764,17.02402,15.11583,1711.689,4.0026,37.55361,8.498124,18.13995,37.32997,21.39779,37.39009,0.2292071,29.05549,24.1444,-1.13646,0.9545155,1.179432,0.6023422,3.233425,3.000943,81.10188
332,435725.1,4718116,5.468745,4.025784,8.765411,6.086647,14.3497,18.2641,16.3069,1711.631,3.831439,37.48669,8.588106,18.13785,37.02454,21.40027,37.13367,0.2284243,28.89858,24.05043,-1.122369,0.9427723,1.212371,0.5833619,3.23341,2.960644,76.83243
333,435730.1,4718116,5.163363,4.283087,9.106155,6.184202,15.43793,19.31358,17.37576,1711.596,3.639313,37.41856,8.776738,18.24089,36.75281,21.40932,36.82045,0.2321324,28.64182,23.96617,-0.8194666,0.959335,1.239944,0.5610194,3.233401,3.017641,82.92206
334,435735,4718116,4.697957,4.265853,8.359836,5.774549,17.39079,21.13319,19.26199,1711.591,3.442541,37.35033,8.857804,18.23967,36.51319,21.42463,36.46153,0.2315998,28.49253,23.89217,-1.036371,0.9221978,1.284701,0.5368791,3.2334,2.891338,69.88686
335,435740,4718116,4.542983,4.22069,6.937406,5.233693,19.24203,23.12998,21.18601,1711.603,3.212102,37.26735,8.937068,18.23858,36.30345,21.4486,35.83443,0.2291859,28.33028,23.82368,-1.584302,0.8411971,1.326049,0.5067893,3.233403,2.633896,48.1276
336,435745,4718116,4.418365,4.292658,6.454593,5.055205,21.36994,25.36446,23.3672,1711.611,2.983464,37.20263,9.012238,18.23766,36.12409,21.44977,35.13601,0.2259179,28.19039,23.76183,-1.647226,0.8098689,1.368607,0.4747208,3.233405,2.540589,41.66177
337,435750,4718116,4.321415,4.453689,7.909346,5.561483,22.95324,27.54173,25.24749,1711.67,3.046685,37.15633,9.060507,18.23769,36.01917,21.41147,34.84966,0.2243235,28.09582,23.71403,-0.8756637,0.8981406,1.402218,0.4838276,3.23342,2.812356,62.55775
338,435755,4718116,4.635907,4.45005,8.907166,5.997708,23.80339,28.38895,26.09617,1711.802,3.461918,37.11486,9.059869,18.25397,35.99587,21.34234,35.20432,0.228929,28.05499,23.68099,-0.5375822,0.9497395,1.416577,0.5393168,3.233454,2.984488,79.33761
339,435760,4718116,4.775334,4.662559,8.648134,6.028676,23.91626,27.7607,25.83848,1711.73,3.885166,37.07994,9.068241,18.25438,36.03854,21.24941,35.83773,0.2319654,28.0117,23.66094,-0.8225634,0.9369224,1.412267,0.5894096,3.233435,2.940771,74.79022
340,435765,4718116,5.482129,4.826783,8.573969,6.294294,23.61292,26.249,24.93096,1711.659,4.290063,37.02961,9.069386,18.25498,36.13059,21.15573,36.49322,0.2309752,27.96022,23.64986,-1.035451,0.9331819,1.396739,0.6324637,3.233417,2.928134,73.51294
341,435769.9,4718116,6.860194,4.847056,9.072055,6.926435,22.49454,24.20663,23.35059,1711.525,4.686675,36.9856,9.063241,18.25578,36.24768,21.08229,36.82855,0.2329312,27.92236,23.65112,-0.9668467,0.9577057,1.368298,0.6708648,3.233383,3.011985,82.30218
342,435774.9,4718116,7.911859,4.719661,9.330836,7.320785,20.12363,21.05235,20.58799,1711.438,5.086131,36.94392,8.888299,18.30528,36.39726,21.00827,37.13271,0.236255,28.05562,23.66112,-1.084744,0.9699206,1.313614,0.7063875,3.233361,3.054642,87.0645
343,435779.9,4718116,8.212427,4.794653,7.988964,6.998681,18.18971,18.31968,18.2547,1711.151,5.485904,36.89872,8.864688,18.31345,36.57959,20.93749,37.36887,0.2379964,28.03403,23.67905,-1.931182,0.9024905,1.261375,0.7392482,3.233288,2.826476,63.82355
344,435784.9,4718116,7.889517,5.027425,7.755005,6.890649,16.54256,15.94705,16.2448,1711.076,5.886801,36.86976,8.834143,18.32186,36.74911,20.86627,37.30128,0.2385322,28.03562,23.69698,-2.269184,0.8895821,1.210714,0.7698794,3.233269,2.784781,60.1401
345,435789.9,4718116,7.264475,4.350068,6.562157,6.0589,15.23036,13.70244,14.4664,1711.052,6.290708,36.86754,8.796271,18.33049,36.84789,20.78918,37.51388,0.2421616,28.07127,23.70279,-3.096823,0.8170466,1.16036,0.7986995,3.233263,2.561671,43.0619
346,435794.9,4718116,6.788932,3.834211,7.242983,5.955375,13.55529,12.12082,12.83806,1711.081,6.696801,36.87918,8.750658,18.33932,36.88667,20.72101,37.75439,0.2480486,28.12852,23.69905,-2.990553,0.8599175,1.108499,0.8258674,3.233271,2.691279,52.4608
347,435799.9,4718116,6.205708,3.698378,6.286012,5.396699,12.55666,11.72331,12.13998,1710.973,7.10648,36.92015,8.653678,18.33644,36.90194,20.65909,38.05159,0.2570038,28.26647,23.69805,-3.630104,0.7983752,1.084218,0.8516545,3.233243,2.507192,39.51395
348,435804.9,4718116,6.397466,3.793692,6.073695,5.421618,11.56577,10.72286,11.14432,1710.897,7.481943,36.96772,8.598037,18.34794,36.88607,20.602,38.41511,0.2708583,28.36968,23.69206,-3.903433,0.783453,1.047054,0.8740144,3.233224,2.464487,36.88977
349,435809.8,4718116,6.901508,3.7263,5.931761,5.519856,10.9096,9.672832,10.29122,1710.766,7.54333,37.01206,8.576296,18.3609,36.85483,20.5606,38.02403,0.2612724,28.43576,23.68342,-3.996399,0.7731836,1.012467,0.8775631,3.233191,2.435521,35.18579
350,435814.8,4718116,7.151698,3.755782,5.913387,5.606956,10.54178,8.816416,9.679098,1710.654,7.3857,37.06425,8.576625,18.37483,36.82609,20.53818,37.38776,0.246036,28.48763,23.68151,-3.937105,0.7718363,0.9858349,0.8683917,3.233162,2.431746,34.96815
351,435819.8,4718116,6.112913,3.331208,5.308736,4.917619,10.39559,8.531231,9.463411,1710.459,7.187766,37.11596,8.578562,18.38877,36.82418,20.56482,36.91072,0.2372542,28.5374,23.69887,-4.115727,0.7249911,0.9760477,0.8565939,3.233113,2.304069,28.18268
352,435824.8,4718116,5.191554,3.117585,4.567388,4.292176,10.24233,8.489074,9.365702,1710.21,6.897242,37.16919,8.580989,18.40259,36.86226,20.6473,36.90035,0.2317513,28.5882,23.74195,-4.305971,0.6596679,0.9715403,0.8386755,3.233049,2.137145,20.86103
353,435829.8,4718116,3.759867,2.876334,4.042239,3.55948,9.875772,8.414184,9.144978,1709.973,6.580053,37.18811,8.583825,18.41625,36.92189,20.76613,37.11806,0.2277641,28.60429,23.79122,-4.385752,0.606622,0.9611827,0.8182294,3.232989,2.010532,16.3397
354,435834.8,4718116,3.256994,2.703402,3.98457,3.314989,9.212417,7.661419,8.436918,1709.837,6.281803,37.20819,8.587163,18.42968,36.95021,20.90866,37.43032,0.2240191,28.62103,23.8394,-4.288433,0.6003815,0.9261838,0.7980843,3.232955,1.996139,15.8768
355,435839.8,4718116,3.633749,2.479467,3.929312,3.347509,8.506843,6.570625,7.538734,1709.683,5.994671,37.21898,8.505329,18.45327,36.94665,21.05156,37.55632,0.2230061,28.71365,23.87732,-4.197023,0.5943165,0.8772984,0.7777654,3.232916,1.982249,15.43949
356,435844.8,4718116,3.622561,2.459123,3.762219,3.281301,7.706545,5.614751,6.660648,1709.582,5.719465,37.21778,8.508389,18.46386,36.91354,21.1926,37.64567,0.2222152,28.70939,23.90445,-4.181572,0.5754441,0.8235165,0.7573554,3.23289,1.939644,14.15429
357,435849.7,4718116,3.682932,2.284511,3.49833,3.155258,7.388721,5.395177,6.391949,1709.425,5.461474,37.17577,8.513488,18.47414,36.81064,21.3165,37.70754,0.2217268,28.66228,23.8997,-4.17871,0.5438608,0.8056333,0.7373099,3.23285,1.870382,12.23831
358,435854.7,4718116,3.902345,2.075869,3.191996,3.056737,7.32553,5.439935,6.382732,1709.318,5.358415,37.18562,8.719885,18.54423,36.69869,21.44285,37.74897,0.2236798,28.46574,23.90631,-4.261374,0.5040623,0.8050066,0.7290363,3.232823,1.786616,10.18884
359,435859.7,4718116,3.422149,2.058857,2.543207,2.674738,7.241461,5.518894,6.380178,1709.174,5.159065,37.22554,8.730489,18.55224,36.65358,21.55465,37.77512,0.2234029,28.49505,23.93235,-4.467757,0.4053817,0.8048328,0.712571,3.232786,1.594744,6.467902
360,435864.7,4718116,3.516657,1.965509,2.40862,2.630262,7.198106,5.638232,6.418169,1709.096,4.97854,37.29121,8.74159,18.55991,36.69467,21.66366,37.96208,0.2240508,28.54962,23.98671,-4.440331,0.3817683,0.8074111,0.697102,3.232766,1.551973,5.80145
361,435869.7,4718116,3.28365,1.809515,3.213721,2.768962,7.084145,5.643868,6.364007,1708.955,4.816482,37.34574,8.753108,18.5672,36.75983,21.77115,37.96962,0.2239869,28.59263,24.04373,-3.931743,0.5070082,0.8037306,0.6827299,3.232731,1.792685,10.328
362,435874.7,4718116,2.899612,1.59751,2.824554,2.440559,6.978634,5.519541,6.249087,1708.881,4.671725,37.39337,8.763793,18.57409,36.84043,21.87158,38.11564,0.2259435,28.62958,24.10192,-4.054294,0.4509499,0.7958166,0.6694773,3.232712,1.680641,7.978105
363,435879.7,4718116,2.303197,1.377051,2.640748,2.106999,7.006144,5.552074,6.279109,1708.777,4.555052,37.43935,8.737785,18.47931,36.92981,21.96628,38.11125,0.2221936,28.70156,24.15947,-4.069124,0.421727,0.797898,0.6584933,3.232685,1.625038,6.97355
364,435884.7,4718116,2.29969,1.313109,3.030059,2.214286,7.232415,6.297514,6.764964,1708.71,4.454888,37.48446,8.746091,18.48574,37.00434,22.05747,38.10012,0.2243408,28.73837,24.21183,-3.793061,0.4814511,0.8302655,0.6488368,3.232668,1.740706,9.181258
365,435889.6,4718116,2.246019,1.251482,3.560988,2.35283,7.603013,7.206644,7.404828,1708.649,4.377764,37.52462,8.753321,18.4916,37.04873,22.13363,38.09198,0.2243286,28.7713,24.25204,-3.449789,0.5515705,0.869515,0.6412523,3.232653,1.887058,12.68064
366,435894.6,4718116,2.310037,1.316705,3.000411,2.209051,7.980658,8.27059,8.125624,1708.625,4.320898,37.56015,8.759913,18.4969,37.06784,22.20908,38.08544,0.2242632,28.80024,24.2846,-3.671985,0.4771807,0.9098567,0.635574,3.232647,1.732169,9.002466
367,435899.6,4718116,2.201353,1.336428,2.602768,2.04685,8.098263,8.365062,8.231662,1708.589,4.286047,37.59078,8.765855,18.50161,37.0765,22.27337,38.0824,0.224188,28.82493,24.31052,-3.843478,0.4154355,0.9154875,0.6320569,3.232638,1.61331,6.774401
368,435904.6,4718116,2.153647,1.327502,3.085095,2.188748,8.012384,8.120065,8.066225,1708.569,4.272616,37.61746,8.771275,18.50575,37.0781,22.33464,38.08405,0.2241069,28.84619,24.33294,-3.596337,0.4892685,0.9066703,0.6306939,3.232633,1.756444,9.517811
369,435909.6,4718116,2.099809,1.419445,3.237108,2.252121,8.115797,8.389963,8.25288,1708.552,4.27938,37.64491,8.776272,18.50932,37.07472,22.39199,38.09064,0.2240136,28.86864,24.35332,-3.509282,0.5101572,0.9166055,0.6313809,3.232628,1.799196,10.47887
370,435914.6,4718116,2.111855,1.423608,3.023948,2.18647,8.036924,8.503611,8.270267,1708.55,4.304502,37.67,8.780913,18.51232,37.06745,22.44394,38.10155,0.2239349,28.88909,24.37079,-3.625135,0.4805743,0.9175195,0.6339229,3.232628,1.73895,9.144262
371,435919.6,4718116,2.153377,1.388283,2.669457,2.070372,7.632807,8.07132,7.852063,1708.554,4.333117,37.73876,8.785241,18.51476,37.05622,22.49333,38.11549,0.2238509,28.95352,24.39755,-3.834065,0.4264229,0.8949838,0.6368004,3.232629,1.633847,7.126001
372,435924.5,4718116,2.173696,1.367533,2.45983,2.000353,7.396115,7.812557,7.604336,1708.562,4.306266,37.84227,8.788788,18.51666,37.09239,22.53783,38.13097,0.2237584,29.05348,24.44361,-3.942264,0.3909051,0.8810613,0.6341009,3.232631,1.568385,6.050764
373,435475.7,4718111,2.523798,1.215,3.220781,2.31986,9.886827,11.15981,10.52332,1707.79,2.503001,39.74016,9.039774,18.8999,36.59982,22.36445,39.59108,0.220375,30.70039,24.75352,-2.500488,0.5079612,1.022153,0.398461,3.232434,1.794653,10.37343
374,435480.7,4718111,2.495725,1.232653,3.699068,2.475815,9.688734,10.84892,10.26883,1707.838,2.54945,39.7653,9.054083,18.89952,36.75324,22.35406,39.59838,0.2205043,30.71122,24.79553,-2.302836,0.5680923,1.011521,0.4064465,3.232447,1.923296,13.6831
375,435485.7,4718111,2.455439,1.270037,3.504575,2.410017,9.67541,10.58896,10.13218,1707.855,2.606431,39.76343,9.070275,18.89879,36.79358,22.3361,39.60815,0.2207488,30.69315,24.80063,-2.433983,0.5446354,1.005703,0.4160462,3.232451,1.872051,12.28205
376,435490.7,4718111,2.382607,1.286382,3.852493,2.507161,9.73264,10.32808,10.03036,1707.843,2.666054,39.72682,9.088035,18.89768,36.76774,22.31629,39.63689,0.222008,30.63878,24.78103,-2.282686,0.5857419,1.001317,0.4258689,3.232448,1.962777,14.8417
377,435495.7,4718111,2.431825,1.331137,4.227224,2.663395,9.767349,10.14222,9.954784,1707.792,2.727406,39.72318,9.106985,18.89617,36.69099,22.30215,39.65059,0.2222,30.61619,24.75737,-2.105781,0.6260553,0.9980318,0.4357498,3.232435,2.056021,17.86942
378,435500.6,4718111,2.421067,1.488168,5.977777,3.295671,9.811667,10.11004,9.960853,1707.749,2.788249,39.72995,9.447353,19.0712,36.65,22.30811,39.41063,0.2318641,30.2826,24.74938,-1.234288,0.7765397,0.9982965,0.4453316,3.232424,2.444949,35.73382
379,435505.6,4718111,2.439871,1.652868,5.986238,3.359659,10.01335,10.26861,10.14098,1707.792,2.850021,39.73802,9.372745,18.95574,36.64322,22.31104,39.42784,0.2278819,30.36527,24.75042,-1.259189,0.777154,1.00608,0.4548481,3.232435,2.446679,35.83505
380,435510.6,4718111,2.426695,1.729476,5.823888,3.326686,10.22176,10.47811,10.34993,1707.875,2.910387,39.74549,9.390212,18.95388,36.64353,22.27527,39.44552,0.2278545,30.35528,24.74345,-1.380318,0.765213,1.014937,0.4639507,3.232456,2.413273,33.91767
381,435515.6,4718111,2.405717,1.79823,5.619964,3.274637,10.31421,10.61911,10.46666,1707.939,2.968168,39.75485,9.40698,18.95164,36.66046,22.22901,39.49034,0.2290163,30.34787,24.73877,-1.519677,0.7497335,1.019808,0.4724885,3.232472,2.370646,31.584
382,435520.6,4718111,2.399202,1.993663,5.782365,3.391743,10.44061,10.80039,10.6205,1708.049,3.023446,39.77114,9.423735,18.94898,36.70699,22.20809,39.50584,0.229107,30.34741,24.74929,-1.48561,0.7621055,1.026145,0.4805022,3.2325,2.404655,33.43574
383,435525.6,4718111,2.454587,1.964551,6.062565,3.493901,10.61418,10.98741,10.8008,1708.123,3.07407,39.78394,9.540498,18.96217,36.75771,22.22964,39.51843,0.2296683,30.24344,24.7706,-1.378488,0.7826564,1.033456,0.4877138,3.232519,2.462228,36.75469
384,435530.6,4718111,2.563834,2.013657,6.128788,3.56876,10.74798,11.17056,10.95927,1708.249,3.049556,39.79663,9.556382,18.95827,36.78931,22.26681,39.52686,0.2294215,30.24025,24.79098,-1.366378,0.7873746,1.039782,0.4842366,3.232551,2.475639,37.56204
385,435535.6,4718111,2.726276,1.963827,6.64648,3.778861,10.89013,11.36951,11.12982,1708.327,3.093813,39.80486,9.571622,18.95382,36.79579,22.30289,39.53029,0.2289972,30.23324,24.80366,-1.138717,0.8225917,1.046488,0.4904941,3.232571,2.578077,44.1757
386,435540.5,4718111,2.981481,2.204688,6.703484,3.963218,11.20675,11.69235,11.44955,1708.453,3.204969,39.8172,9.644648,18.93761,36.79542,22.33533,39.52867,0.2283491,30.17255,24.81471,-1.177179,0.8263006,1.058788,0.5058238,3.232603,2.589109,44.9367
387,435545.5,4718111,3.169122,2.191453,6.901727,4.087434,11.83531,12.36696,12.10113,1708.539,3.314045,39.84949,9.657714,18.93132,36.79893,22.36956,39.52279,0.22835,30.19178,24.83213,-1.117466,0.8389578,1.082826,0.5203584,3.232625,2.627114,47.63384
388,435550.5,4718111,3.484631,2.301308,6.845128,4.210356,12.58566,13.23565,12.91066,1708.65,3.176513,39.88161,9.669659,18.92447,36.79583,22.40231,39.76053,0.2277718,30.21195,24.84786,-1.090776,0.8353816,1.110948,0.5019506,3.232653,2.61632,46.85578
389,435555.5,4718111,3.816547,2.149027,6.766708,4.244094,12.96029,13.59546,13.27787,1708.716,3.194471,39.88547,9.604633,18.83588,36.77983,22.43312,39.75142,0.2250272,30.28084,24.85241,-1.14122,0.8303774,1.123128,0.5043989,3.23267,2.60129,45.78834
390,435560.5,4718111,5.003118,1.963538,6.421144,4.4626,13.00913,13.6365,13.32282,1708.788,3.208319,39.8584,9.61412,18.82761,36.75022,22.46401,39.74288,0.2252279,30.24428,24.84586,-1.340307,0.8076124,1.124596,0.5062775,3.232688,2.533998,41.23109
391,435565.5,4718111,5.577901,2.030533,6.742422,4.783619,13.49269,14.25944,13.87607,1708.826,3.219447,39.8145,9.50725,18.82417,36.71414,22.47525,39.7357,0.2256139,30.30725,24.8286,-1.170333,0.8288159,1.142266,0.5077813,3.232698,2.596617,45.46025
392,435570.5,4718111,7.174091,2.201853,8.066033,5.813992,14.17107,15.3795,14.77529,1708.874,3.229328,39.7689,9.504283,18.8141,36.66463,22.46231,39.52321,0.2284575,30.26462,24.80029,-0.4829277,0.90666,1.169536,0.5091122,3.23271,2.840076,65.06089
393,435575.4,4718111,7.571282,2.481025,8.086679,6.046329,15.17514,16.85615,16.01564,1708.911,3.239252,39.72434,9.491932,18.80358,36.60298,22.41959,39.5177,0.2289728,30.23241,24.76305,-0.4341626,0.9077702,1.204544,0.5104447,3.232719,2.843709,65.39438
394,435580.4,4718111,6.883808,2.748862,8.070901,5.90119,16.27099,18.26,17.2655,1708.964,3.251104,39.65731,9.470858,18.79268,36.52726,22.39448,39.51047,0.2294613,30.18645,24.72108,-0.4088706,0.906922,1.237179,0.5120309,3.232733,2.840933,65.13944
395,435585.4,4718111,6.113265,3.065179,7.702607,5.627017,17.21592,19.31587,18.2659,1709.01,3.26616,39.56582,9.441764,18.78143,36.43468,22.40807,39.49836,0.2299789,30.12406,24.67847,-0.5710831,0.8866377,1.261641,0.5140375,3.232745,2.775357,59.33015
396,435590.4,4718111,5.817583,3.454872,7.8109,5.694452,17.83301,19.91051,18.87176,1709.083,3.269961,39.48424,9.405161,18.76988,36.33818,22.41909,39.47752,0.2303428,30.07908,24.6368,-0.5137668,0.8927011,1.275812,0.5145426,3.232763,2.794799,61.01016
397,435595.4,4718111,6.400991,3.675901,7.812792,5.963228,19.00699,21.52445,20.26572,1709.137,3.300319,39.40704,9.361516,18.75808,36.24412,22.42998,38.80658,0.2290536,30.04552,24.59614,-0.4808897,0.8928063,1.306762,0.5185559,3.232777,2.795137,61.03972
398,435600.4,4718111,8.310368,3.932702,7.41813,6.553733,21.27755,24.58076,22.92916,1709.247,3.337746,39.34517,9.311225,18.74605,36.1629,22.44551,38.7661,0.2291618,30.03395,24.56451,-0.612782,0.8702944,1.360388,0.5234533,3.232805,2.723624,55.02865
399,435605.4,4718111,8.637067,3.98794,7.397175,6.674061,24.10579,28.52742,26.3166,1709.341,3.383105,39.28501,9.254603,18.73382,36.10129,22.46272,38.70905,0.2292031,30.03041,24.53868,-0.5235818,0.8690659,1.42023,0.5293155,3.232829,2.719775,54.7182
400,435610.4,4718111,6.557714,4.08822,7.506898,6.050944,24.93218,29.81754,27.37486,1709.485,3.436959,39.21554,9.126161,18.74444,36.0743,22.46689,39.12363,0.225295,30.08938,24.51619,-0.4868094,0.8754605,1.437352,0.5361744,3.232865,2.739872,56.35352
401,435615.3,4718111,5.494377,3.531799,6.84753,5.291235,23.46981,28.37027,25.92004,1709.576,3.474163,39.14239,9.060354,18.73404,36.09064,22.43555,38.80307,0.2253028,30.08204,24.49441,-0.9232086,0.8355339,1.413636,0.5408502,3.232888,2.616779,46.88867
402,435620.3,4718111,4.826993,2.987024,5.829289,4.547769,22.78495,27.77985,25.2824,1709.718,3.54403,39.06759,8.986825,18.7234,36.15172,22.37751,38.70457,0.2256325,30.08077,24.47677,-1.533294,0.7656156,1.402818,0.5494974,3.232924,2.414392,33.98061
